#time magnitude filter
121.0 21.93 r
121.0 21.57 u
121.0 22.41 y
121.0 22.29 z
122.0 21.75 g
122.0 22.15 i
122.0 21.94 r
122.0 21.58 u
122.0 22.43 y
122.0 22.3 z
123.0 21.77 g
123.0 22.16 i
123.0 21.96 r
123.0 21.59 u
123.0 22.44 y
123.0 22.32 z
124.0 21.78 g
124.0 22.17 i
124.0 21.97 r
124.0 21.6 u
124.0 22.45 y
124.0 22.33 z
125.0 21.79 g
125.0 22.18 i
125.0 21.98 r
125.0 21.61 u
125.0 22.46 y
125.0 22.34 z
126.0 21.8 g
126.0 22.2 i
126.0 21.99 r
126.0 21.63 u
126.0 22.48 y
126.0 22.36 z
127.0 21.82 g
127.0 22.21 i
127.0 22.01 r
127.0 21.64 u
127.0 22.49 y
127.0 22.37 z
128.0 21.83 g
128.0 22.22 i
128.0 22.02 r
128.0 21.65 u
128.0 22.5 y
128.0 22.38 z
129.0 21.84 g
129.0 22.23 i
129.0 22.03 r
129.0 21.66 u
129.0 22.51 y
129.0 22.39 z
130.0 21.85 g
130.0 22.25 i
130.0 22.04 r
130.0 21.67 u
130.0 22.53 y
130.0 22.41 z
131.0 21.87 g
131.0 22.26 i
131.0 22.06 r
131.0 21.69 u
131.0 22.54 y
131.0 22.42 z
132.0 21.88 g
132.0 22.27 i
132.0 22.07 r
132.0 21.7 u
132.0 22.55 y
132.0 22.43 z
133.0 21.89 g
133.0 22.28 i
133.0 22.08 r
133.0 21.71 u
133.0 22.56 y
133.0 22.44 z
134.0 21.9 g
134.0 22.3 i
134.0 22.09 r
134.0 21.72 u
134.0 22.58 y
134.0 22.45 z
135.0 21.91 g
135.0 22.31 i
135.0 22.11 r
135.0 21.73 u
135.0 22.59 y
135.0 22.47 z
136.0 21.93 g
136.0 22.32 i
136.0 22.12 r
136.0 21.75 u
136.0 22.6 y
136.0 22.48 z
137.0 21.94 g
137.0 22.33 i
137.0 22.13 r
137.0 21.76 u
137.0 22.61 y
137.0 22.49 z
138.0 21.95 g
138.0 22.34 i
138.0 22.14 r
138.0 21.77 u
138.0 22.62 y
138.0 22.5 z
139.0 21.96 g
139.0 22.36 i
139.0 22.15 r
139.0 21.78 u
139.0 22.64 y
139.0 22.52 z
140.0 21.97 g
140.0 22.37 i
140.0 22.16 r
140.0 21.79 u
140.0 22.65 y
140.0 22.53 z
141.0 21.98 g
141.0 22.38 i
141.0 22.18 r
141.0 21.8 u
141.0 22.66 y
141.0 22.54 z
142.0 22.0 g
142.0 22.39 i
142.0 22.19 r
142.0 21.81 u
142.0 22.67 y
142.0 22.55 z
143.0 22.01 g
143.0 22.4 i
143.0 22.2 r
143.0 21.83 u
143.0 22.68 y
143.0 22.56 z
144.0 22.02 g
144.0 22.42 i
144.0 22.21 r
144.0 21.84 u
144.0 22.7 y
144.0 22.58 z
145.0 22.03 g
145.0 22.43 i
145.0 22.22 r
145.0 21.85 u
145.0 22.71 y
145.0 22.59 z
146.0 22.04 g
146.0 22.44 i
146.0 22.24 r
146.0 21.86 u
146.0 22.72 y
146.0 22.6 z
147.0 22.05 g
147.0 22.45 i
147.0 22.25 r
147.0 21.87 u
147.0 22.73 y
147.0 22.61 z
148.0 22.06 g
148.0 22.46 i
148.0 22.26 r
148.0 21.88 u
148.0 22.74 y
148.0 22.62 z
149.0 22.08 g
149.0 22.47 i
149.0 22.27 r
149.0 21.89 u
149.0 22.76 y
149.0 22.63 z
150.0 22.09 g
150.0 22.49 i
150.0 22.28 r
150.0 21.91 u
150.0 22.77 y
150.0 22.65 z
151.0 22.1 g
151.0 22.5 i
151.0 22.29 r
151.0 21.92 u
151.0 22.78 y
151.0 22.66 z
152.0 22.11 g
152.0 22.51 i
152.0 22.3 r
152.0 21.93 u
152.0 22.79 y
152.0 22.67 z
153.0 22.12 g
153.0 22.52 i
153.0 22.32 r
153.0 21.94 u
153.0 22.8 y
153.0 22.68 z
154.0 22.13 g
154.0 22.53 i
154.0 22.33 r
154.0 21.95 u
154.0 22.81 y
154.0 22.69 z
155.0 22.14 g
155.0 22.54 i
155.0 22.34 r
155.0 21.96 u
155.0 22.82 y
155.0 22.7 z
156.0 22.15 g
156.0 22.55 i
156.0 22.35 r
156.0 21.97 u
156.0 22.84 y
156.0 22.71 z
157.0 22.17 g
157.0 22.56 i
157.0 22.36 r
157.0 21.98 u
157.0 22.85 y
157.0 22.73 z
158.0 22.18 g
158.0 22.58 i
158.0 22.37 r
158.0 21.99 u
158.0 22.86 y
158.0 22.74 z
159.0 22.19 g
159.0 22.59 i
159.0 22.38 r
159.0 22.0 u
159.0 22.87 y
159.0 22.75 z
