#time magnitude filter
190.0 21.26 y
190.0 21.11 z
192.0 20.64 g
191.0 20.98 i
191.0 20.79 r
192.0 20.57 u
191.0 21.27 y
191.0 21.13 z
193.0 20.65 g
192.0 20.99 i
192.0 20.8 r
193.0 20.59 u
192.0 21.28 y
192.0 21.14 z
194.0 20.66 g
193.0 21.0 i
193.0 20.81 r
194.0 20.6 u
193.0 21.3 y
193.0 21.15 z
195.0 20.68 g
194.0 21.01 i
194.0 20.83 r
195.0 20.61 u
194.0 21.31 y
194.0 21.17 z
196.0 20.69 g
195.0 21.03 i
195.0 20.84 r
196.0 20.62 u
195.0 21.32 y
195.0 21.18 z
197.0 20.7 g
196.0 21.04 i
196.0 20.85 r
197.0 20.63 u
196.0 21.33 y
196.0 21.19 z
198.0 20.71 g
197.0 21.05 i
197.0 20.86 r
198.0 20.64 u
197.0 21.34 y
197.0 21.2 z
199.0 20.72 g
198.0 21.06 i
198.0 20.88 r
199.0 20.66 u
198.0 21.36 y
198.0 21.21 z
200.0 20.74 g
199.0 21.07 i
199.0 20.89 r
200.0 20.67 u
199.0 21.37 y
199.0 21.23 z
201.0 20.75 g
200.0 21.09 i
200.0 20.9 r
201.0 20.68 u
200.0 21.38 y
200.0 21.24 z
202.0 20.76 g
201.0 21.1 i
201.0 20.91 r
202.0 20.69 u
201.0 21.39 y
201.0 21.25 z
203.0 20.77 g
202.0 21.11 i
202.0 20.92 r
203.0 20.7 u
202.0 21.41 y
202.0 21.26 z
204.0 20.78 g
203.0 21.12 i
203.0 20.93 r
204.0 20.71 u
203.0 21.42 y
203.0 21.27 z
205.0 20.79 g
204.0 21.13 i
204.0 20.95 r
205.0 20.72 u
204.0 21.43 y
204.0 21.29 z
206.0 20.8 g
205.0 21.15 i
205.0 20.96 r
206.0 20.73 u
205.0 21.44 y
205.0 21.3 z
207.0 20.82 g
206.0 21.16 i
206.0 20.97 r
207.0 20.74 u
206.0 21.45 y
206.0 21.31 z
208.0 20.83 g
207.0 21.17 i
207.0 20.98 r
208.0 20.76 u
207.0 21.46 y
207.0 21.32 z
209.0 20.84 g
208.0 21.18 i
