#time magnitude filter
163.0 25.34 y
163.0 25.13 z
164.0 24.05 g
164.0 24.86 i
164.0 24.51 r
164.0 23.65 u
164.0 25.35 y
164.0 25.13 z
165.0 24.06 g
165.0 24.86 i
165.0 24.51 r
165.0 23.66 u
165.0 25.35 y
165.0 25.13 z
166.0 24.06 g
166.0 24.87 i
166.0 24.51 r
166.0 23.66 u
166.0 25.35 y
166.0 25.14 z
167.0 24.07 g
167.0 24.87 i
167.0 24.52 r
167.0 23.66 u
167.0 25.36 y
167.0 25.14 z
168.0 24.07 g
168.0 24.87 i
168.0 24.52 r
168.0 23.67 u
168.0 25.36 y
168.0 25.15 z
169.0 24.07 g
169.0 24.88 i
169.0 24.53 r
169.0 23.67 u
169.0 25.37 y
169.0 25.15 z
170.0 24.08 g
170.0 24.88 i
170.0 24.53 r
170.0 23.68 u
170.0 25.37 y
170.0 25.16 z
171.0 24.08 g
171.0 24.89 i
171.0 24.53 r
171.0 23.68 u
171.0 25.37 y
171.0 25.16 z
172.0 24.09 g
172.0 24.89 i
172.0 24.54 r
172.0 23.68 u
172.0 25.38 y
172.0 25.16 z
173.0 24.09 g
173.0 24.9 i
173.0 24.54 r
173.0 23.69 u
173.0 25.38 y
173.0 25.17 z
174.0 24.09 g
174.0 24.9 i
174.0 24.55 r
174.0 23.69 u
174.0 25.39 y
174.0 25.17 z
175.0 24.1 g
175.0 24.9 i
175.0 24.55 r
175.0 23.7 u
175.0 25.39 y
175.0 25.18 z
176.0 24.1 g
176.0 24.91 i
176.0 24.56 r
176.0 23.7 u
176.0 25.4 y
176.0 25.18 z
177.0 24.11 g
177.0 24.91 i
177.0 24.56 r
177.0 23.7 u
177.0 25.4 y
177.0 25.18 z
178.0 24.11 g
178.0 24.92 i
178.0 24.56 r
178.0 23.71 u
178.0 25.4 y
178.0 25.19 z
179.0 24.12 g
179.0 24.92 i
179.0 24.57 r
179.0 23.71 u
179.0 25.41 y
179.0 25.19 z
180.0 24.12 g
180.0 24.92 i
180.0 24.57 r
180.0 23.72 u
180.0 25.41 y
180.0 25.2 z
181.0 24.12 g
181.0 24.93 i
181.0 24.58 r
181.0 23.72 u
181.0 25.42 y
181.0 25.2 z
182.0 24.13 g
182.0 24.93 i
182.0 24.58 r
182.0 23.72 u
182.0 25.42 y
182.0 25.2 z
183.0 24.13 g
183.0 24.94 i
183.0 24.58 r
183.0 23.73 u
183.0 25.42 y
183.0 25.21 z
184.0 24.14 g
184.0 24.94 i
184.0 24.59 r
184.0 23.73 u
184.0 25.43 y
184.0 25.21 z
185.0 24.14 g
185.0 24.94 i
185.0 24.59 r
185.0 23.74 u
185.0 25.43 y
185.0 25.22 z
186.0 24.14 g
186.0 24.95 i
186.0 24.59 r
186.0 23.74 u
186.0 25.44 y
186.0 25.22 z
187.0 24.15 g
187.0 24.95 i
187.0 24.6 r
187.0 23.74 u
187.0 25.44 y
187.0 25.22 z
188.0 24.15 g
188.0 24.96 i
188.0 24.6 r
188.0 23.75 u
188.0 25.44 y
188.0 25.23 z
189.0 24.15 g
189.0 24.96 i
189.0 24.61 r
189.0 23.75 u
189.0 25.45 y
189.0 25.23 z
190.0 24.16 g
190.0 24.96 i
190.0 24.61 r
190.0 23.76 u
190.0 25.45 y
190.0 25.24 z
191.0 24.16 g
191.0 24.97 i
191.0 24.61 r
191.0 23.76 u
191.0 25.45 y
191.0 25.24 z
192.0 24.17 g
192.0 24.97 i
192.0 24.62 r
192.0 23.76 u
192.0 25.46 y
192.0 25.24 z
193.0 24.17 g
193.0 24.97 i
193.0 24.62 r
193.0 23.77 u
193.0 25.46 y
193.0 25.25 z
194.0 24.17 g
194.0 24.98 i
194.0 24.63 r
194.0 23.77 u
194.0 25.47 y
194.0 25.25 z
195.0 24.18 g
195.0 24.98 i
195.0 24.63 r
195.0 23.78 u
195.0 25.47 y
195.0 25.25 z
196.0 24.18 g
196.0 24.99 i
196.0 24.63 r
196.0 23.78 u
196.0 25.47 y
196.0 25.26 z
197.0 24.19 g
197.0 24.99 i
197.0 24.64 r
197.0 23.78 u
197.0 25.48 y
197.0 25.26 z
198.0 24.19 g
198.0 24.99 i
198.0 24.64 r
198.0 23.79 u
198.0 25.48 y
198.0 25.27 z
199.0 24.19 g
199.0 25.0 i
199.0 24.65 r
199.0 23.79 u
199.0 25.49 y
199.0 25.27 z
200.0 24.2 g
200.0 25.0 i
200.0 24.65 r
200.0 23.79 u
200.0 25.49 y
200.0 25.27 z
201.0 24.2 g
201.0 25.01 i
201.0 24.65 r
201.0 23.8 u
201.0 25.49 y
201.0 25.28 z
202.0 24.2 g
202.0 25.01 i
202.0 24.66 r
202.0 23.8 u
202.0 25.5 y
202.0 25.28 z
203.0 24.21 g
203.0 25.01 i
203.0 24.66 r
203.0 23.81 u
203.0 25.5 y
203.0 25.29 z
204.0 24.21 g
204.0 25.02 i
204.0 24.66 r
204.0 23.81 u
204.0 25.5 y
204.0 25.29 z
205.0 24.22 g
205.0 25.02 i
205.0 24.67 r
205.0 23.81 u
205.0 25.51 y
205.0 25.29 z
206.0 24.22 g
206.0 25.02 i
206.0 24.67 r
206.0 23.82 u
206.0 25.51 y
206.0 25.3 z
207.0 24.22 g
207.0 25.03 i
207.0 24.68 r
207.0 23.82 u
207.0 25.52 y
207.0 25.3 z
208.0 24.23 g
208.0 25.03 i
208.0 24.68 r
208.0 23.82 u
208.0 25.52 y
208.0 25.3 z
209.0 24.23 g
209.0 25.04 i
209.0 24.68 r
209.0 23.83 u
209.0 25.52 y
209.0 25.31 z
210.0 24.23 g
210.0 25.04 i
210.0 24.69 r
210.0 23.83 u
210.0 25.53 y
210.0 25.31 z
211.0 24.24 g
211.0 25.04 i
211.0 24.69 r
211.0 23.84 u
211.0 25.53 y
211.0 25.32 z
212.0 24.24 g
212.0 25.05 i
212.0 24.69 r
212.0 23.84 u
212.0 25.53 y
212.0 25.32 z
213.0 24.25 g
213.0 25.05 i
213.0 24.7 r
213.0 23.84 u
213.0 25.54 y
213.0 25.32 z
214.0 24.25 g
214.0 25.05 i
214.0 24.7 r
214.0 23.85 u
214.0 25.54 y
214.0 25.33 z
215.0 24.25 g
215.0 25.06 i
215.0 24.7 r
215.0 23.85 u
215.0 25.55 y
215.0 25.33 z
216.0 24.26 g
216.0 25.06 i
216.0 24.71 r
216.0 23.85 u
216.0 25.55 y
216.0 25.33 z
217.0 24.26 g
217.0 25.06 i
217.0 24.71 r
217.0 23.86 u
217.0 25.55 y
217.0 25.34 z
218.0 24.26 g
218.0 25.07 i
218.0 24.72 r
218.0 23.86 u
218.0 25.56 y
218.0 25.34 z
219.0 24.27 g
219.0 25.07 i
219.0 24.72 r
219.0 23.87 u
219.0 25.56 y
219.0 25.34 z
220.0 24.27 g
220.0 25.08 i
220.0 24.72 r
220.0 23.87 u
220.0 25.56 y
220.0 25.35 z
221.0 24.27 g
221.0 25.08 i
221.0 24.73 r
221.0 23.87 u
221.0 25.57 y
221.0 25.35 z
222.0 24.28 g
222.0 25.08 i
222.0 24.73 r
222.0 23.88 u
222.0 25.57 y
222.0 25.36 z
223.0 24.28 g
223.0 25.09 i
223.0 24.73 r
223.0 23.88 u
223.0 25.57 y
223.0 25.36 z
224.0 24.29 g
224.0 25.09 i
224.0 24.74 r
224.0 23.88 u
224.0 25.58 y
224.0 25.36 z
225.0 24.29 g
225.0 25.09 i
225.0 24.74 r
225.0 23.89 u
225.0 25.58 y
225.0 25.37 z
226.0 24.29 g
226.0 25.1 i
226.0 24.74 r
226.0 23.89 u
226.0 25.58 y
226.0 25.37 z
227.0 24.3 g
227.0 25.1 i
227.0 24.75 r
227.0 23.89 u
227.0 25.59 y
227.0 25.37 z
228.0 24.3 g
228.0 25.1 i
228.0 24.75 r
228.0 23.9 u
228.0 25.59 y
228.0 25.38 z
229.0 24.3 g
229.0 25.11 i
229.0 24.76 r
229.0 23.9 u
229.0 25.6 y
229.0 25.38 z
230.0 24.31 g
230.0 25.11 i
230.0 24.76 r
230.0 23.9 u
230.0 25.6 y
230.0 25.38 z
231.0 24.31 g
231.0 25.11 i
231.0 24.76 r
231.0 23.91 u
231.0 25.6 y
231.0 25.39 z
232.0 24.31 g
232.0 25.12 i
232.0 24.77 r
232.0 23.91 u
